Year,Week No.,Daily Rainfall Total (mm),Mean Temperature (C),Dengue (Count)
2012,1,1.8399899959983994,27.065217338217337,74
2012,2,3.4883523409363746,26.472771023302936,66
2012,3,15.048954581832731,27.200941391941388,61
2012,4,1.376448579431773,26.80994425863991,52
2012,5,8.257398959583833,26.558095238095234,85
2012,6,0.7145608243297318,27.545393374741202,87
2012,7,5.869741896758702,26.798988095238094,65
2012,8,4.465807322929173,27.629880952380955,51
2012,9,5.721743697478992,27.20859307359308,55
2012,10,9.901637655062025,27.092619047619046,46
2012,11,11.264746898759507,26.692857142857143,64
2012,12,6.540560359737116,27.698751451800227,73
2012,13,15.319073705753487,27.334261904761906,48
2012,14,12.328774509803925,27.150714285714287,52
2012,15,14.262953181272511,27.335,82
2012,16,7.76628851540616,27.73619047619048,77
2012,17,2.9580322128851533,28.467142857142857,64
2012,18,13.315170568227296,27.818095238095236,88
2012,19,7.027275910364148,27.899505494505497,97
2012,20,8.12456882753101,28.742619047619048,80
2012,21,8.927152861144458,28.285000000000004,80
2012,22,4.126863745498199,28.31071428571429,81
2012,23,7.671570628251301,28.646190476190476,100
2012,24,0.00040816326530612246,29.432380952380953,88
2012,25,1.8006222488995605,28.942490842490844,129
2012,26,3.111096438575431,28.318571428571424,151
2012,27,16.540105042016805,27.193095238095243,140
2012,28,3.0270928371348544,27.546904761904763,132
2012,29,5.466642657062825,27.423095238095236,125
2012,30,0.6743817527010803,28.69952380952381,110
2012,31,8.326519607843139,28.15095238095238,94
2012,32,0.06010204081632653,28.516904761904755,127
2012,33,3.4399639855942374,28.30476190476191,115
2012,34,2.5298809523809527,27.98333333333333,92
2012,35,6.5181662665066025,27.202596899224808,102
2012,36,4.577068827531013,27.47517006802721,76
2012,37,1.0483973589435773,28.039149659863945,74
2012,38,2.526524609843938,28.34489795918367,72
2012,39,8.201693677470988,27.874940476190478,100
2012,40,3.256683673469388,28.19019250253293,104
2012,41,5.22656462585034,27.727115384615388,123
2012,42,14.276037414965984,26.8440780141844,105
2012,43,0.30549319727891155,28.733299319727895,84
2012,44,11.483432441942293,27.12886018237082,104
2012,45,7.95605642256903,27.140238095238097,100
2012,46,14.791685674269706,27.120884353741495,88
2012,47,10.709602841136453,27.252176870748297,100
2012,48,6.278222288915567,27.381231003039517,80
2012,49,12.715013005202078,27.060102040816325,78
2012,50,17.091653661464584,26.360102040816326,105
2012,51,10.450105042016808,26.5441156462585,94
2012,52,2.8131602641056417,26.73279761904762,112
2013,1,5.43782738095238,27.327000000000005,134
2013,2,7.791734693877553,27.528988095238095,205
2013,3,16.19671768707483,26.452976190476193,219
2013,4,1.0002210884353742,27.172857142857147,267
2013,5,5.458120838673634,27.563024844720495,293
2013,6,21.451518598034824,26.025919312169314,322
2013,7,13.066825702694874,25.731547619047614,247
2013,8,2.7792126850740297,27.22619047619047,296
2013,9,12.52077931172469,27.700668693009117,249
2013,10,5.4622468987595045,27.8347001934236,273
2013,11,5.198132998654007,27.951453900709218,308
2013,12,3.4594517807122847,28.599880952380953,307
2013,13,9.503840536214486,28.433555555555564,316
2013,14,7.84109943977591,28.312559523809522,406
2013,15,3.8802701080432187,28.194730848861287,492
2013,16,8.114313725490195,28.720348837209304,509
2013,17,9.647928171268507,27.81398809523809,538
2013,18,5.777698079231692,28.378505572441735,547
2013,19,7.8718545195856136,28.183869047619048,558
2013,20,5.3080042016806726,28.978521716378857,611
2013,21,5.153941576630652,28.143774842179102,640
2013,22,5.048665466186476,28.02763492063492,746
2013,23,11.414297719087637,28.0328338870432,814
2013,24,1.270923369347739,29.738936507936508,809
2013,25,0.0019727891156462586,29.91095238095238,842
2013,26,4.232904161664665,28.747797619047617,806
2013,27,2.2844957983193277,28.14565856129686,678
2013,28,8.908150972717854,27.597278911564622,541
2013,29,2.6841095890410958,27.745714285714286,390
2013,30,2.908560424169668,28.161020408163267,306
2013,31,5.080950380152061,27.90422619047619,289
2013,32,11.839568827531014,27.454761904761902,256
2013,33,4.164700880352141,27.70602825745683,378
2013,34,1.2386994797919166,28.458639455782315,341
2013,35,4.296544261540233,27.948741496598636,386
2013,36,21.452263922518156,26.413843537414966,452
2013,37,7.794003512790934,27.24834379905808,339
2013,38,0.7674795473745053,28.55493197278912,376
2013,39,11.773035570160268,28.07955782312925,406
2013,40,4.561511011184135,27.869940476190475,441
2013,41,8.599881338742394,28.028855116514695,438
2013,42,12.488525690276113,27.982136690013657,374
2013,43,5.303683157036668,27.488231292517003,495
2013,44,13.166962953013373,27.00513605442177,458
2013,45,13.765500600240097,27.338979591836733,402
2013,46,11.053411651840225,26.838135764944276,444
2013,47,7.573582076308783,27.588492063492062,365
2013,48,13.9566292024056,27.055714285714288,372
2013,49,17.514647959183673,25.791666666666664,347
2013,50,7.818244897959185,27.243095238095236,381
2013,51,11.302719387755104,26.875714285714288,371
2013,52,2.579189675870348,26.68255238095238,414
2014,1,3.4562098901098905,26.592555555555556,437
2014,2,8.061745825602967,26.538159117305458,479
2014,3,0.025826530612244897,26.284999999999997,401
2014,4,0.0,25.810238095238095,336
2014,5,0.0003571428571428572,26.223190476190478,234
2014,6,1.3505204081632654,26.700714285714287,274
2014,7,1.0118418367346937,27.660000000000004,369
2014,8,0.08628263262161569,27.651190476190475,194
2014,9,0.010756302521008404,27.505372294372297,187
2014,10,0.04823529411764706,27.69967074829932,210
2014,11,4.698329975825947,27.947517006802723,225
2014,12,10.046035934653583,27.0064161049035,210
2014,13,1.3385117893311171,28.48229199372056,225
2014,14,5.524933473389356,28.351838905775075,240
2014,15,5.177700989486703,27.896165413533833,245
2014,16,8.262760770975056,28.196122448979594,235
2014,17,7.298876550620247,28.0487074829932,282
2014,18,5.45210660839045,28.79158054711246,251
2014,19,8.044413507127791,28.77989795918367,261
2014,20,11.42242332526231,28.304965986394553,291
2014,21,6.505259103641457,28.029285714285713,428
2014,22,5.903101761252446,28.430918367346937,456
2014,23,8.04250200080032,28.36037414965986,459
2014,24,4.2098499399759906,29.19881708238851,506
2014,25,2.8318822635437155,29.848061224489793,551
2014,26,3.3057144413320882,28.796326530612248,671
2014,27,7.256214285714284,28.152755102040818,891
2014,28,11.465,28.11003401360544,819
2014,29,1.7311061151079137,29.150612244897964,746
2014,30,3.091214285714286,29.457074829931976,634
2014,31,8.995506493506493,28.139152276295135,484
2014,32,4.048466386554621,27.85648809523809,545
2014,33,7.724863538763762,27.18618911564626,438
2014,34,4.757903666551366,27.96428571428571,418
2014,35,10.809713211600428,26.939109730848863,367
2014,36,5.978495670995672,27.94814285714286,339
2014,37,2.912464285714286,28.427823129251703,362
2014,38,3.5846058201058204,28.64796352583586,397
2014,39,5.404057966177125,28.533571428571427,345
2014,40,3.742492687962379,28.6158843537415,339
2014,41,0.1769047619047619,28.99449241234955,278
2014,42,6.3022944795703895,28.06519716768164,297
2014,43,2.7228916202844773,28.293260582010582,213
2014,44,6.999831392745186,28.379317460317463,186
2014,45,14.551335164835162,27.82904761904762,169
2014,46,10.589476190476187,27.048809523809524,158
2014,47,8.106677565392353,27.01309523809524,149
2014,48,10.458493606393606,27.339261592066464,162
2014,49,12.273026418026415,27.38117673992674,212
2014,50,5.72231739954289,27.7871768707483,177
2014,51,13.666382699868937,26.75605442176871,198
2014,52,14.271035386631718,26.33670068027211,188
2014,53,0.17475000000000002,26.944226190476193,158
2015,1,9.109644787644788,26.44353741496598,257
2015,2,0.05489702815432741,27.267619047619046,228
2015,3,2.8953928571428573,26.73292517006803,237
2015,4,0.13389485514485513,26.992431610942248,259
2015,5,2.757982625482626,26.257721088435375,212
2015,6,0.0039625850340136055,26.784946581196586,173
2015,7,2.71859693877551,27.320238095238103,100
2015,8,1.8671290678433532,27.734631083202515,172
2015,9,2.5687717141015014,27.945952380952377,190
2015,10,4.981476612080061,27.38703647416413,110
2015,11,9.258516513730802,28.04108843537415,91
2015,12,3.6269700312557456,28.2855486542443,130
2015,13,9.334341458805746,27.69377551020408,91
2015,14,3.590272108843537,28.599845630559912,107
2015,15,1.8324149659863949,29.00098639455782,137
2015,16,8.664005102040818,27.89802721088435,113
2015,17,16.166701880775285,27.608825449912406,120
2015,18,2.9293304441148775,28.675714285714285,135
2015,19,6.1926274668283146,28.70119047619047,158
2015,20,7.338188275310124,28.484094076655047,109
2015,21,1.7255884353741493,29.066190476190474,180
2015,22,3.7849064625850337,28.74108843537415,152
2015,23,4.960550401978973,27.80808477237049,193
2015,24,1.5858843537414966,28.707797619047614,207
2015,25,0.1298214285714286,29.801938775510205,240
2015,26,4.251461657390228,28.92855116514691,242
2015,27,2.609156066536204,29.113163265306117,272
2015,28,4.947323874755381,29.137321428571433,263
2015,29,0.7418911761996869,29.142622139765002,293
2015,30,2.2137849650349652,28.23213907785336,250
2015,31,14.80567025440313,27.240238095238094,226
2015,32,3.5542772108843534,28.382653061224488,221
2015,33,1.163897366285964,28.8180612244898,250
2015,34,1.6520930735930732,28.825162107396146,225
2015,35,0.961264670354123,29.11235930735931,246
2015,36,2.3006726116349405,28.340510204081635,217
2015,37,5.470459183673469,28.295884353741496,303
2015,38,1.859639264156367,28.621496598639453,214
2015,39,7.278179962894249,28.137414965986398,257
2015,40,3.584313543599257,28.425578231292512,235
2015,41,0.5669642857142857,29.105510204081632,235
2015,42,1.2192814699977126,29.121428571428574,224
2015,43,5.995175280840305,27.93363354037267,246
2015,44,5.292937683434578,27.920238095238098,266
2015,45,6.02965070643642,27.84714285714286,198
2015,46,10.178396483623048,27.491386096173336,254
2015,47,9.458757929560491,27.64227456940223,286
2015,48,16.533528877137904,27.48887755102041,259
2015,49,16.55286001406305,27.35605442176871,357
2015,50,1.1908571428571428,27.757773998488283,333
2015,51,5.8918333333333335,28.10654195011338,372
2015,52,10.651652542372881,27.361488095238098,459
2016,1,0.8432386937889043,28.517959183673476,547
2016,2,8.275216450216451,28.15598639455783,620
2016,3,5.566435719226126,28.21095238095238,637
2016,4,4.873139908066348,28.142142857142858,624
2016,5,7.771061296859169,27.980128205128203,525
2016,6,3.7669659216752236,27.443857142857137,419
2016,7,12.60681898776793,27.378296703296705,590
2016,8,2.6763173558897244,27.835,511
2016,9,0.569236436414778,28.494428571428575,411
2016,10,5.714487481590575,28.554785714285707,396
2016,11,0.9801632653061223,28.788117216117218,373
2016,12,2.683795918367347,28.924523809523805,306
2016,13,1.980912320483749,29.255018315018315,377
2016,14,5.059163265306123,29.04640350877193,291
2016,15,4.2721122448979605,29.523573093573095,224
2016,16,5.049357142857144,29.624047619047616,229
2016,17,7.886377551020409,28.71719298245614,242
2016,18,3.541591836734694,29.492291666666667,180
2016,19,10.553142857142856,28.904028314028313,216
2016,20,11.562530612244899,28.662222222222226,212
2016,21,3.9651224489795913,29.447549361207898,198
2016,22,4.334262705082033,28.06755714285714,216
2016,23,6.71622448979592,28.58042857142857,158
2016,24,11.800508163265306,27.69848484848485,193
2016,25,7.034506802721088,28.30236842105263,215
2016,26,0.013979591836734691,29.939005602240893,234
2016,27,3.839327558930549,29.496380952380953,247
2016,28,8.623863130157725,27.927527472527476,223
2016,29,15.061871659599083,27.13071010860485,266
2016,30,5.9658060483549225,27.87935714285714,222
2016,31,2.6804150697975326,28.612619047619045,210
2016,32,1.8944975262832404,29.147840154440154,198
2016,33,7.251639062236464,29.114754330152,222
2016,34,5.025677135095741,29.057374603174605,274
2016,35,3.235956999313488,28.343544973544976,311
2016,36,5.593965676638641,28.181666666666672,242
2016,37,9.540362740484033,28.097087912087908,175
2016,38,3.4630602089042464,28.567205513784465,174
2016,39,0.7413945578231292,28.96897619047619,138
2016,40,11.258657379380187,27.951642857142854,125
2016,41,3.7391627499968094,29.304365079365077,94
2016,42,4.304478458049886,28.669899749373435,108
2016,43,11.419427065908328,27.073608058608063,84
2016,44,8.880840336134453,27.73404761904761,86
2016,45,6.584147751783641,27.568857142857137,84
2016,46,13.59279647319921,27.148967032967033,72
2016,47,6.969143023062884,27.669844382197322,75
2016,48,2.818808694209391,27.343222222222227,86
2016,49,5.263708900226757,27.987174603174605,59
2016,50,4.157080498866213,27.993223443223446,81
2016,51,15.959017913832202,27.470476190476184,72
2016,52,1.9762526455026457,26.738653846153845,64
2017,1,3.244901669758813,27.821525974025974,70
2017,2,3.6863433583959897,28.147465127465125,91
2017,3,15.026995667908972,27.064625258799175,74
2017,4,14.13057709750567,26.083513957307066,63
2017,5,7.170832476297605,27.121530742565227,62
2017,6,6.8390130022649105,27.19706318681319,77
2017,7,2.110904761904762,26.849626063591586,53
2017,8,7.3945360195360195,27.025791245791243,54
2017,9,9.882270456815913,26.535135531135534,41
2017,10,4.775217086834735,27.256065162907266,32
2017,11,3.5629439775910363,27.996591246591247,35
2017,12,6.278946985690828,28.11447293447294,32
2017,13,6.130415499533146,27.20735714285714,50
2017,14,5.29341216325232,28.091696832579185,37
2017,15,8.48461186813187,27.903047619047623,32
2017,16,12.745370180087425,27.969084249084244,51
2017,17,9.597643653448003,27.672398233486945,37
2017,18,4.441257521785386,28.47678166003243,42
2017,19,3.9975070817763756,28.494112554112558,48
2017,20,5.106496302684873,29.00709274518585,50
2017,21,11.876639473918065,28.19575091575092,50
2017,22,10.148351127972738,28.9049880952381,66
2017,23,1.9598682130843819,29.449619047619045,62
2017,24,8.473366638579295,28.617503607503608,80
2017,25,3.7257130320585814,28.188277963582312,73
2017,26,3.682196016423794,27.965966386554623,75
2017,27,5.511472362224241,27.934168913745463,63
2017,28,11.817603165066206,27.47700529100529,53
2017,29,0.004299319727891156,28.983492063492065,51
2017,30,0.7715451400622754,29.2815873015873,67
2017,31,1.7530156661093084,29.385055315055315,60
2017,32,7.27055238393948,27.54066648798356,56
2017,33,9.560052386400786,27.81251461988304,53
2017,34,1.7500458786480153,28.41485714285714,52
2017,35,0.6508738758661359,28.46204761904762,33
2017,36,7.661329215896885,28.022380952380956,40
2017,37,6.347150116261479,28.15431372549019,53
2017,38,7.97238507011501,27.582123809523814,59
2017,39,6.134686589194466,27.780906054729588,39
2017,40,10.142335720253014,27.408809523809527,52
2017,41,8.822566253064732,28.284333333333336,55
2017,42,0.32311791383219957,29.656666666666673,63
2017,43,4.111800301685892,28.013761904761907,77
2017,44,7.6413731754837855,27.487619047619045,62
2017,45,19.722224719424897,26.849571428571426,44
2017,46,14.8998602136513,27.900533333333335,50
2017,47,8.810005033249173,27.094662058371732,24
2017,48,1.7866789696018266,27.86497835497836,38
2017,49,6.191234314308106,27.44239316239316,34
2017,50,15.782205995758625,26.881971428571433,40
2017,51,5.444953308596165,26.73533186813187,51
2017,52,17.559357564731318,26.871647300068354,66
2018,1,11.148579313342026,26.490109498344793,83
2018,2,21.636384918282356,25.232678571428572,68
2018,3,4.9026698537449125,26.73487619047619,54
2018,4,10.330567377966492,27.11178571428572,45
2018,5,6.301230860996904,27.343809523809522,48
2018,6,0.014568754713531548,26.849180952380955,50
2018,7,0.9136224489795918,27.439761904761905,28
2018,8,2.472398123659522,27.602857142857147,39
2018,9,7.541874328678841,27.88729304029304,51
2018,10,3.9494712430426717,27.51404761904762,37
2018,11,1.629293770139634,28.351322751322748,39
2018,12,3.400381310418905,28.292560846560843,36
2018,13,7.423581446477013,27.19437619047619,24
2018,14,4.841287942820459,28.236235246235246,38
2018,15,5.2241169544740975,28.418650793650794,38
2018,16,9.585705287312262,28.07531746031746,56
2018,17,8.023668981481482,28.158516483516486,56
2018,18,7.998202781557069,28.37219576719577,77
2018,19,2.8932053317053317,29.185238095238095,62
2018,20,11.15234508595996,28.32080586080586,64
2018,21,8.269452075098814,28.24520189954972,65
2018,22,13.540380952380948,27.758248447204966,54
2018,23,1.5283042671614098,28.966885714285716,75
2018,24,4.430166170524975,28.761341736694675,55
2018,25,8.0277826468114,27.688473544973544,61
2018,26,13.793591972458321,27.155748917748923,76
2018,27,3.6783645534062943,28.413699633699633,58
2018,28,4.331138005589833,28.10285714285714,44
2018,29,3.747690655209452,28.714206349206346,41
2018,30,1.7925698174006448,29.071476190476194,56
2018,31,3.7938888968174687,27.782512215320914,51
2018,32,0.6479144289294665,28.323571428571427,59
2018,33,1.0555834065683691,28.65809523809524,43
2018,34,7.334980307912639,28.202765567765567,68
2018,35,3.8986053477602005,27.88150183150183,75
2018,36,13.081175683176497,27.535641821946164,76
2018,37,1.110677500134472,28.305952380952384,49
2018,38,10.373026256009734,27.22785714285714,63
2018,39,0.7008779315922175,28.93142857142857,40
2018,40,2.327669586053045,28.757380952380952,51
2018,41,20.09005032491875,26.551058201058204,51
2018,42,3.689706887315583,27.779816849816847,62
2018,43,8.878003943424996,27.631952380952384,78
2018,44,7.580364635364634,27.195473015873016,75
2018,45,12.937909455128203,27.367142857142863,71
2018,46,10.758943463513233,27.22757142857143,78
2018,47,11.39072954822955,27.276271062271057,97
2018,48,8.713977513714354,27.479642857142856,109
2018,49,8.521087912087912,27.514523809523816,115
2018,50,11.923380676870796,27.17195767195767,108
2018,51,4.726232668881505,28.054615384615385,128
2018,52,0.7531738005390836,28.27919254658385,160
2019,1,1.8369282482103777,28.529988706945225,207
2019,2,3.189000797854232,28.21952380952381,245
2019,3,8.001679294618425,27.70357142857143,215
2019,4,0.42699940845903583,27.855661375661374,222
2019,5,0.16063346938775508,27.95981568627452,182
2019,6,1.8095599489795915,28.285879120879123,138
2019,7,2.71583664562388,28.317857142857143,235
2019,8,3.336582972582973,28.14428571428571,182
2019,9,0.14286664092749976,28.269981684981683,157
2019,10,1.6139409013605441,28.622692307692308,134
2019,11,5.762153522197645,28.47609523809524,109
2019,12,6.842949984285269,28.92414285714286,97
2019,13,5.093809298221867,28.65184981684982,100
2019,14,8.513997515987526,28.207095238095235,108
2019,15,4.445956028098886,28.711933333333338,125
2019,16,2.98932569410743,29.161940394464427,135
2019,17,12.931425715939715,28.18052631578947,157
2019,18,3.507572947878338,28.99150665124349,194
2019,19,10.71797222936037,28.81486813186813,287
2019,20,6.5284277944051725,28.53661904761905,309
2019,21,1.2592989857158472,28.774213250517597,378
2019,22,6.800310439433938,28.89460317460318,401
2019,23,10.34052680197762,27.811658008658007,400
2019,24,8.376001587705636,28.72568823768824,467
2019,25,8.045294723087286,27.985793711331468,433
2019,26,1.4706955377876394,28.73017142857143,497
2019,27,2.5030527497194166,29.133089743589743,593
2019,28,3.803440956309449,28.908909890109896,664
2019,29,1.7075041625041625,28.85318070818071,647
2019,30,2.873987372276846,28.72232600732601,605
2019,31,0.07187584345479082,28.973626373626377,600
2019,32,0.2773721804511278,28.955788359788357,523
2019,33,0.6071054159789719,29.197314285714288,524
2019,34,0.13434586466165416,29.115267399267395,476
2019,35,4.110250056960583,27.999706959706952,414
2019,36,2.1145359518530253,28.492509157509154,330
2019,37,0.2090323029796714,28.397724867724868,318
2019,38,0.005,28.6228021978022,301
2019,39,8.635909090909092,27.838533333333334,261
2019,40,5.7486570593149535,27.391819047619048,246
2019,41,5.4884061289587605,27.978040293040294,228
2019,42,3.139958068247542,28.218095238095238,239
2019,43,11.871969829153034,27.312979187098183,242
2019,44,3.7069130869130866,27.97380952380953,308
2019,45,3.6199767711962836,28.819871794871794,322
2019,46,2.235375939849624,28.33864285714285,373
2019,47,7.2811743612781346,27.07044047619048,334
